Type,Force,Category,Price per item (GBP),Number of items,Purchase date,Additional information
Services,warwickshire,Forensic stain analysis,106.7,13,26/02/16,The Region is using the National Forensics Framework which has different specifications and price points. Information provided for described item code 01BF which includes both codes 20BF and 22BF under the National Forensics Framework specifications. Pricing is dictated by regional volumes not by individual force orders. The regional tender was awarded to Home Office requirements on percentage split across the region with different forces taking different suppliers and therefore different prices. New contract starting in March 2016.
Services,warwickshire,Credit report or search,1,27,31/01/16,"Price quoted is for trace Name and Date of Birth report. Costs vary with types of reports used, ranging from ?0.50 to ?10.00."
Services,warwickshire,Temporary staff administrator role,12.59,36.5,15/01/16,Hourly cost reflects relationship to force salary scales as well as supplier's margin.
Services,warwickshire,one-day car hire,19,2,10/02/16,"Information provided for Fiesta/Astra sized vehicle (M2 hire code) which is Alliance basic standard vehicle. Orders are raised on a monthly basis to alliance provider on estimated order value. Pricing determined at tender, not by order."
Services,warwickshire,30-day car hire,11.75,392,10/02/16,Information provided includes rate quoted for 5-door manual Fiesta/Astra sized vehicle which is Alliance basic standard vehicle. 14 cars hired for 28 days (standard billing period).
Services,warwickshire,Ream of 500 sheets of white paper,2.3,50,29/02/16,?11.50 is the unit price per box of 5 reams of paper. The force orders for local delivery direct from the stationery supplier.
Services,warwickshire,Telephone interpreting inc. recording services (per minute),0.8,1819,31/01/16,"Consolidated orders raised for estimated purchases over elapsed time, not for individual purchases. Rate not order dependent. The force is awaiting the outcome of current framework exercises to inform future strategy."
Services,warwickshire,Face-to-face interpreting for 4 hours (half-day),135.32,2,02/02/16,Information on volumes based on the latest purchase. Only an hourly rate is charged. The force alliance uses National local translators from the Register of Public Service Interpreters. Payments are made against individual claims. The representative weekday rate quoted is ?33.83 per hour - entry is therefore 2hrs for ?67.66. The force is awaiting the outcome of new procurement framework to inform its future strategy.
Services,warwickshire,Standard office cleaning (force average per m2 per year),8.6,41313,,"Cleaning cost per m2 is dependent on building design, floor surface, percentages and total cleaned area. Facilities Management services for the force are managed and provided through Place Partnership Ltd, a local authority joint venture company who are the contracting body. They have provided comparator information from the National Police Estates Group benchmarking survey which quotes Qualifying Cost (GIA) per m2."
Services,warwickshire,"Gas supply to force headquarters (in ?, based on cost in p per kWh)",0.019,213764,11/01/16,"Facilities Management services for the force are managed and provided through Place Partnership Ltd, a local authority joint venture company who are the contracting body. They use Crown Commercial Service frameworks for the provision of energy services to the force."
Services,warwickshire,Laptop purchase,733,11,21/12/15,"Force alliance standard specifications laptop except RAM and warranty - 4GB RAM, 3 yr warranty. Joint ICT department purchase for both West Mercia and Warwickshire Police. The most recent purchases have been made under West Mercia orders."
Services,warwickshire,Desktop purchase,,,,Desktops not purchased for Warwickshire recently. Joint ICT department purchase for West Mercia and Warwickshire ? most recent purchases have been under West Mercia orders.
Services,warwickshire,"PC monitor - 19"" or smaller (inc. cables)",,,,The force does not purchase monitors of this size.
Services,warwickshire,"PC monitor - 21"" or wider (inc. cables)",,,,No recent purchases for Warwickshire. Joint ICT department purchase for West Mercia and Warwickshire ? most recent purchases have been under West Mercia orders.
Services,warwickshire,Telephone call charges (per minute),,,,Warwickshire Police uses Internet Protocol based telephony and its agreement will shortly be replaced under a joint contract with West Mercia Police on a single network.
Services,cambridgeshire,DNA test,14.5,399,23/02/16,
Services,cambridgeshire,Toxicology test,28,300,26/02/16,"Purchases are made jointly on behalf of Bedfordshire, Cambridgeshire and Hertfordshire by a single department."
Services,cambridgeshire,Mobile phone examination,,,,All mobile phone extractions are undertaken in-house.
Services,cambridgeshire,Forensic stain analysis,65,3,22/02/16,"Price for item code DNA 22BF is ?85.00. Bedfordshire, Cambridgeshire and Hertfordshire Forensics is a collaborative unit led by Hertfordshire Police."
Services,cambridgeshire,Credit report or search,1.1,1,29/10/15,
Services,cambridgeshire,Temporary staff administrator role,10.81,22.5,05/02/16,
Services,cambridgeshire,one-day car hire,,,,The force has never had the need to hire a compact car for 1 day as they can always meet such a requirement from within the existing fleet.
Services,cambridgeshire,30-day car hire,,,,The force has never had the need to hire a compact car for 30 days as they can always meet such a requirement from within the existing fleet.
Services,cambridgeshire,Ream of 500 sheets of white paper,1.87,50,01/04/16,Volume information based on 10 boxes of 5 reams last bought.
Services,cambridgeshire,Telephone interpreting inc. recording services (per minute),0.68,44,29/12/15,
Services,cambridgeshire,Face-to-face interpreting for 4 hours (half-day),120,4,27/01/16,The force's internal interpretation manager sources own translators and completes the vetting process.
Services,cambridgeshire,Standard office cleaning (force average per m2 per year),15,,01/04/15,Annual charge per m2 for each property.
Services,cambridgeshire,"Gas supply to force headquarters (in ?, based on cost in p per kWh)",0.0166,177,09/02/16,
Services,cambridgeshire,Laptop purchase,756,1,08/02/16,Lenovo ThinkPad S1 Yoga 12 Intel15-5200U
Services,cambridgeshire,Desktop purchase,315.79,28,23/03/12,Not bought for some time. Last purchase: HP Compaq 6005 Pro SFF PC Windows 7 Professional 64-bit
Services,cambridgeshire,"PC monitor - 19"" or smaller (inc. cables)",,,,
Services,cambridgeshire,"PC monitor - 21"" or wider (inc. cables)",125,1,01/02/16,"The force does not purchase monitors of this size. Information provided for purchases of monitors size 23""."
Services,cambridgeshire,Telephone call charges (per minute),,,,VOIP based calls only in the force since 2011.
Services,city-of-london,DNA test,,,,The force is not on the same framework as many other forces and does not use anything similar to the item available under their framework as it does not suit the local crime type.
Services,city-of-london,Toxicology test,45,,,"The force is not on the same framework as other forces and does not use the item code 20TOXA1. The service used by the force supplies test and a full evidential package, although no discounts are given for higher volumes."
Services,city-of-london,Mobile phone examination,,,,This service is provided in-house. The force undertakes does not contract out as the service is undertaken by frontline officers using triage equipment generally in the first custody detention period. The rough cost of a triage equipment device is between ?15 and ?20.
Services,city-of-london,Forensic stain analysis,125,,,"The force does not use the described item code 22BF/B1/1 for comparison. All analyses are completed and procured on a case by case basis, depending upon the requirements. Suppliers previously used for the described item code both quoted different prices."
Services,city-of-london,Credit report or search,4.25,1,31/01/16,"The new framework service that the force entered into does not work on individual prices for a specific type of transactions. Service costs for the whole year are based upon the number of search transactions that the force would have carried out in the previous year under the framework. This amounts to a forecasted figure of 16,428 enquiry transactions which are priced at ?4.25 per enquiry. The force is allowed up to 10% more than the forecasted number of transactions free of charge but beyond the 10% level the cost is again ?4.25 per transaction. Each Operational Unit that uses credit checks sets up a separate rolling Purchase Order based on previous usage and then renews once this has run out."
Services,city-of-london,Temporary staff administrator role,14.64,40,26/02/16,Hourly rate provided for minimum temp admin pay rate. Maximum hourly rate: ?17.44.
Services,city-of-london,one-day car hire,24.79,1,03/11/15,Rate includes ?2.50 collection / delivery charge each way.
Services,city-of-london,30-day car hire,12.55,57,27/03/15,Period of hire was 30/01/15 - 27/03/15.
Services,city-of-london,Ream of 500 sheets of white paper,2.31,75,15/02/16,Volume provided equals 15 boxes of 5 reams.
Services,city-of-london,Telephone interpreting inc. recording services (per minute),0.78,1,31/01/16,Information on volumes not provided.
Services,city-of-london,Face-to-face interpreting for 4 hours (half-day),137.04,4,26/10/16,Unit price provided for 4 hours as requested; ?213.78 if including VAT and travel time costs.
Services,city-of-london,Standard office cleaning (force average per m2 per year),13.5,22646,01/12/15,"Average cost per m2 per year was calculated on the basis of various rates applied across the force's estate. Total surface charged is approximately 22,646m2. This service is provided through a contract of the City of London Corporation."
Services,city-of-london,"Gas supply to force headquarters (in ?, based on cost in p per kWh)",,,,"Details not available as contract is with the Corporation of London, with Kent County Council."
Services,city-of-london,Laptop purchase,442,2,09/09/15,
Services,city-of-london,Desktop purchase,290,5,07/01/16,
Services,city-of-london,"PC monitor - 19"" or smaller (inc. cables)",,,,None purchased by the force in the most recent hardware refresh.
Services,city-of-london,"PC monitor - 21"" or wider (inc. cables)",83,23,28/05/15,
Services,city-of-london,Telephone call charges (per minute),0.0089,273584,31/12/15,
Services,south-wales,DNA test,17,1,01/02/16,Ongoing purchases under the West Coast Consortium framework. Scientific Support unit is collaborative between South Wales and Gwent Police. The actual quantity purchased on this invoice is not known for this specific test. A monthly invoice is paid for the larger service provided by the supplier.
